2015-12-30,102645.40026
2015-03-31,88390.12351
2015-03-10,88441.2273
2015-01-05,84846.6159
2015-06-25,89471.29963
2015-03-04,90332.52883
2015-12-23,101504.39968
2015-07-10,88592.79996
2015-07-24,94587.99942
2015-10-30,99957.69986
2015-05-14,89522.70135
2015-05-20,89427.10141
2015-10-02,92609.99832
2015-10-09,93996.09951
2015-06-10,89199.90124
2015-02-18,88110.82091
2015-02-23,88604.61875
2015-05-15,89107.89887
2015-05-01,89226.90065
2015-11-06,102183.09975999998
2015-01-27,84633.51824
2015-09-15,93523.30086
2015-05-27,89675.39861
2015-12-16,102477.80116999999
2015-12-14,101704.40162
2015-09-03,90834.20055000001
2015-10-07,93647.29921
2015-03-23,89809.52554
2015-12-29,103231.99865
2015-08-05,94787.90219000001
2015-10-28,100485.69993999999
2015-04-23,89339.42382
2015-03-16,88451.32527
2015-05-29,88835.69951
2015-04-16,88106.41910999999
2015-04-13,88466.723
2015-11-30,101921.39861
2015-08-03,94125.30136
2015-06-03,89584.09927
2015-08-07,94015.6997
2015-11-03,101156.49917
2015-05-19,89341.49999000001
2015-12-31,101516.70091
2015-01-21,85282.11838
